Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2016	Polymerase switching on the C-strand of the telomere Homo sapiens R-HSA-174411	2/14	0.0021657651600423	0.0436505578223119	0	0	33.82312925170068	207.5042741698455	PCNA;RFC2
Reactome_2016	Polymerase switching Homo sapiens R-HSA-69091	2/14	0.0021657651600423	0.0436505578223119	0	0	33.82312925170068	207.5042741698455	PCNA;RFC2
Reactome_2016	Leading Strand Synthesis Homo sapiens R-HSA-69109	2/14	0.0021657651600423	0.0436505578223119	0	0	33.82312925170068	207.5042741698455	PCNA;RFC2
Reactome_2016	Golgi Cisternae Pericentriolar Stack Reorganization Homo sapiens R-HSA-162658	2/14	0.0021657651600423	0.0436505578223119	0	0	33.82312925170068	207.5042741698455	CCNB1;PLK1
Reactome_2016	Cell Cycle, Mitotic Homo sapiens R-HSA-69278	8/462	0.0022234868595815	0.0436505578223119	0	0	3.724573836429802	22.752224704077776	CCNB1;PCNA;RFC2;PLK1;CDCA8;MYBL2;FOXM1;AURKA
Reactome_2016	Translesion synthesis by REV1 Homo sapiens R-HSA-110312	2/16	0.0028374149918175	0.0529177895973981	0	0	28.988338192419825	170.01259891772904	PCNA;RFC2
Reactome_2016	Translesion synthesis by POLK Homo sapiens R-HSA-5655862	2/17	0.0032052883489498	0.0543442070071956	0	0	27.05442176870748	155.3722787250682	PCNA;RFC2
Reactome_2016	Translesion synthesis by POLI Homo sapiens R-HSA-5656121	2/17	0.0032052883489498	0.0543442070071956	0	0	27.05442176870748	155.3722787250682	PCNA;RFC2
Reactome_2016	Translesion Synthesis by POLH Homo sapiens R-HSA-110320	2/19	0.0040040456388033	0.0597403609309458	0	0	23.869147659063625	131.7684366549516	PCNA;RFC2
Reactome_2016	PCNA-Dependent Long Patch Base Excision Repair Homo sapiens R-HSA-5651801	2/19	0.0040040456388033	0.0597403609309458	0	0	23.869147659063625	131.7684366549516	PCNA;RFC2
Reactome_2016	Phosphorylation of the APC/C Homo sapiens R-HSA-176412	2/19	0.0040040456388033	0.0597403609309458	0	0	23.869147659063625	131.7684366549516	CCNB1;PLK1
Reactome_2016	Lagging Strand Synthesis Homo sapiens R-HSA-69186	2/20	0.004434499847536	0.0636180170434979	0	0	22.54195011337869	122.13995997533476	PCNA;RFC2
Reactome_2016	Resolution of AP sites via the multiple-nucleotide patch replacement pathway Homo sapiens R-HSA-110373	2/22	0.0053564969577325	0.071356191615509	0	0	20.285714285714285	106.08302856731788	PCNA;RFC2
Reactome_2016	Telomere C-strand (Lagging Strand) Synthesis Homo sapiens R-HSA-174417	2/22	0.0053564969577325	0.071356191615509	0	0	20.285714285714285	106.08302856731788	PCNA;RFC2
Reactome_2016	Dopamine Neurotransmitter Release Cycle Homo sapiens R-HSA-212676	2/23	0.0058476195920622	0.0727054035946409	0	0	19.318756073858115	99.33164622370634	APBA1;VAMP2
Reactome_2016	Gap-filling DNA repair synthesis and ligation in GG-NER Homo sapiens R-HSA-5696397	2/23	0.0058476195920622	0.0727054035946409	0	0	19.318756073858115	99.33164622370634	PCNA;RFC2
Reactome_2016	G0 and Early G1 Homo sapiens R-HSA-1538133	2/25	0.0068890740028299	0.0803007688454868	0	0	17.637089618456077	87.79423275712823	PCNA;MYBL2
Reactome_2016	Synthesis and interconversion of nucleotide di- and triphosphates Homo sapiens R-HSA-499943	2/25	0.0068890740028299	0.0803007688454868	0	0	17.637089618456077	87.79423275712823	AK5;NME1
Reactome_2016	Cell Cycle Homo sapiens R-HSA-1640170	8/566	0.0074810937891266	0.0845590297983108	0	0	3.01418108150226	14.75555053743732	CCNB1;PCNA;RFC2;PLK1;CDCA8;MYBL2;FOXM1;AURKA
Reactome_2016	Uptake and actions of bacterial toxins Homo sapiens R-HSA-5339562	2/27	0.0080081065105895	0.0851944195541821	0	0	16.224489795918366	78.32049478663112	SV2A;VAMP2
Reactome_2016	EGFR downregulation Homo sapiens R-HSA-182971	2/27	0.0080081065105895	0.0851944195541821	0	0	16.224489795918366	78.32049478663112	SPRY1;EGFR
Reactome_2016	Recognition of DNA damage by PCNA-containing replication complex Homo sapiens R-HSA-110314	2/28	0.008596207471144	0.0851944195541821	0	0	15.599686028257455	74.19887958363982	PCNA;RFC2
Reactome_2016	Extension of Telomeres Homo sapiens R-HSA-180786	2/28	0.008596207471144	0.0851944195541821	0	0	15.599686028257455	74.19887958363982	PCNA;RFC2
Reactome_2016	APC/C-mediated degradation of cell cycle proteins Homo sapiens R-HSA-174143	3/85	0.008907727513708	0.0851944195541821	0	0	7.474729695750566	35.28697392743489	CCNB1;PLK1;AURKA
Reactome_2016	Regulation of mitotic cell cycle Homo sapiens R-HSA-453276	3/85	0.008907727513708	0.0851944195541821	0	0	7.474729695750566	35.28697392743489	CCNB1;PLK1;AURKA
Reactome_2016	Regulation of PLK1 Activity at G2/M Transition Homo sapiens R-HSA-2565942	3/87	0.0094911203717816	0.0885046974668639	0	0	7.296023564064801	33.980490043633495	CCNB1;PLK1;AURKA
Reactome_2016	Termination of translesion DNA synthesis Homo sapiens R-HSA-5656169	2/30	0.0098285778207101	0.0894160860274362	0	0	14.48396501457726	66.95156387938638	PCNA;RFC2
Reactome_2016	DNA strand elongation Homo sapiens R-HSA-69190	2/32	0.0111345221222248	0.09888516075214	0	0	13.517006802721088	60.79550767481704	PCNA;RFC2
Reactome_2016	E2F mediated regulation of DNA replication Homo sapiens R-HSA-113510	2/33	0.0118145960439167	0.1024847517297895	0	0	13.08031599736669	58.0559303610333	CCNB1;PCNA
Reactome_2016	SUMO E3 ligases SUMOylate target proteins Homo sapiens R-HSA-3108232	3/96	0.0123887403730049	0.1050227308893373	0	0	6.58696375124709	28.92314213052681	PCNA;CDCA8;AURKA
Reactome_2016	Base Excision Repair Homo sapiens R-HSA-73884	2/35	0.0132279832722483	0.1067815111053902	0	0	12.286332714904145	53.14355844722063	PCNA;RFC2
Reactome_2016	Resolution of Abasic Sites (AP sites) Homo sapiens R-HSA-73933	2/35	0.0132279832722483	0.1067815111053902	0	0	12.286332714904145	53.14355844722063	PCNA;RFC2
Reactome_2016	Resolution of Sister Chromatid Cohesion Homo sapiens R-HSA-2500257	3/99	0.0134550429542985	0.1067815111053902	0	0	6.380154639175258	27.48826655672556	CCNB1;PLK1;CDCA8
Reactome_2016	Extracellular matrix organization Homo sapiens R-HSA-1474244	5/283	0.0138594399495076	0.1076993979409659	0	0	3.714880726997349	15.89518965319541	DDR1;COL11A1;LAMA3;LRP4;DMD
Reactome_2016	SUMOylation Homo sapiens R-HSA-2990846	3/101	0.014194132732163	0.1080492144713638	0	0	6.249316221333895	26.590381744700988	PCNA;CDCA8;AURKA
Reactome_2016	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template Homo sapiens R-HSA-110313	2/37	0.0147110875878218	0.1097447134051513	0	0	11.583090379008746	48.87083992538764	PCNA;RFC2
Reactome_2016	Dual Incision in GG-NER Homo sapiens R-HSA-5696400	2/39	0.0162624064321538	0.1186987097441137	0	0	10.955874241588528	45.126141525786544	PCNA;RFC2
Reactome_2016	Mitotic Prometaphase Homo sapiens R-HSA-68877	3/107	0.0165478094013241	0.1186987097441137	0	0	5.886994448850119	24.14551684724853	CCNB1;PLK1;CDCA8
Reactome_2016	Condensation of Prophase Chromosomes Homo sapiens R-HSA-2299718	2/41	0.0178804597481127	0.1258379525669066	0	0	10.392987964416536	41.82186992516352	CCNB1;PLK1
Reactome_2016	DNA Damage Bypass Homo sapiens R-HSA-73893	2/46	0.0222080432575084	0.1534000025009376	0	0	9.20964749536178	35.063897787087264	PCNA;RFC2
Reactome_2016	Vitamin B2 (riboflavin) metabolism Homo sapiens R-HSA-196843	1/5	0.0247535287182936	0.1648761823557772	0	0	50.24242424242424	185.83603697375267	FLAD1
Reactome_2016	G2/M DNA replication checkpoint Homo sapiens R-HSA-69478	1/5	0.0247535287182936	0.1648761823557772	0	0	50.24242424242424	185.83603697375267	CCNB1
Reactome_2016	Neurotransmitter Release Cycle Homo sapiens R-HSA-112310	2/51	0.0269214810715392	0.1701985159268498	0	0	8.26780508121616	29.886716110404755	APBA1;VAMP2
Reactome_2016	Nuclear Envelope Breakdown Homo sapiens R-HSA-2980766	2/51	0.0269214810715392	0.1701985159268498	0	0	8.26780508121616	29.886716110404755	CCNB1;PLK1
Reactome_2016	Nuclear Receptor transcription pathway Homo sapiens R-HSA-383280	2/51	0.0269214810715392	0.1701985159268498	0	0	8.26780508121616	29.886716110404755	THRB;NR3C2
Reactome_2016	Sensing of DNA Double Strand Breaks Homo sapiens R-HSA-5693548	1/6	0.0296309633944118	0.1804135049259443	0	0	40.19191919191919	141.432767389918	KPNA2
Reactome_2016	Assembly of collagen fibrils and other multimeric structures Homo sapiens R-HSA-2022090	2/54	0.029925836282038	0.1804135049259443	0	0	7.789638932496075	27.33410071093129	COL11A1;LAMA3
Reactome_2016	Transcriptional Regulation by TP53 Homo sapiens R-HSA-3700989	5/348	0.0305306947034878	0.1804135049259443	0	0	3.000920669019488	10.47028038826184	CCNB1;PCNA;RFC2;TP63;AURKA
Reactome_2016	Mitotic G1-G1/S phases Homo sapiens R-HSA-453279	3/136	0.0308403457982154	0.1804135049259443	0	0	4.596620417021937	15.991327643667	CCNB1;PCNA;MYBL2
Reactome_2016	ECM proteoglycans Homo sapiens R-HSA-3000178	2/55	0.0309556684055239	0.1804135049259443	0	0	7.642279553330766	26.55844340345009	LAMA3;LRP4
Reactome_2016	Anchoring fibril formation Homo sapiens R-HSA-2214320	1/7	0.0344842492004146	0.1903519366139894	0	0	33.49158249158249	112.77461836050252	LAMA3
Reactome_2016	PTK6 promotes HIF1A stabilization Homo sapiens R-HSA-8857538	1/7	0.0344842492004146	0.1903519366139894	0	0	33.49158249158249	112.77461836050252	EGFR
Reactome_2016	Synthesis of Ketone Bodies Homo sapiens R-HSA-77111	1/7	0.0344842492004146	0.1903519366139894	0	0	33.49158249158249	112.77461836050252	BDH2
Reactome_2016	The role of GTSE1 in G2/M progression after G2 checkpoint Homo sapiens R-HSA-8852276	2/59	0.0352125566390489	0.1903519366139894	0	0	7.104547081990691	23.77431915410336	CCNB1;PLK1
Reactome_2016	Telomere Maintenance Homo sapiens R-HSA-157579	2/59	0.0352125566390489	0.1903519366139894	0	0	7.104547081990691	23.77431915410336	PCNA;RFC2
Reactome_2016	DNA Double-Strand Break Repair Homo sapiens R-HSA-5693532	3/145	0.0362571122213495	0.1918678883129236	0	0	4.3033251052708	14.27464455843759	PCNA;RFC2;KPNA2
Reactome_2016	Gap-filling DNA repair synthesis and ligation in TC-NER Homo sapiens R-HSA-6782210	2/62	0.0385451967593685	0.1918678883129236	0	0	6.748299319727892	21.97194825947037	PCNA;RFC2
Reactome_2016	Sema4D mediated inhibition of cell attachment and migration Homo sapiens R-HSA-416550	1/8	0.0393135041520565	0.1918678883129236	0	0	28.705627705627705	92.8967850071638	MET
Reactome_2016	Ligand-receptor interactions Homo sapiens R-HSA-5632681	1/8	0.0393135041520565	0.1918678883129236	0	0	28.705627705627705	92.8967850071638	PTCH1
Reactome_2016	Activation of PUMA and translocation to mitochondria Homo sapiens R-HSA-139915	1/8	0.0393135041520565	0.1918678883129236	0	0	28.705627705627705	92.8967850071638	TP63
Reactome_2016	AMPK inhibits chREBP transcriptional activation activity Homo sapiens R-HSA-163680	1/8	0.0393135041520565	0.1918678883129236	0	0	28.705627705627705	92.8967850071638	ADIPOR1
Reactome_2016	Ketone body metabolism Homo sapiens R-HSA-74182	1/8	0.0393135041520565	0.1918678883129236	0	0	28.705627705627705	92.8967850071638	BDH2
Reactome_2016	Dual incision in TC-NER Homo sapiens R-HSA-6782135	2/63	0.0396819029137973	0.1918678883129236	0	0	6.637336901973904	21.417757229084128	PCNA;RFC2
Reactome_2016	Regulation of TP53 Activity Homo sapiens R-HSA-5633007	3/151	0.0401225074756247	0.1918678883129236	0	0	4.127612148230705	13.273648693926717	RFC2;TP63;AURKA
Reactome_2016	HDR through Homologous Recombination (HRR) Homo sapiens R-HSA-5685942	2/64	0.0408312655246501	0.1927855954518291	0	0	6.529953917050691	20.88479849248963	PCNA;RFC2
Reactome_2016	Type I hemidesmosome assembly Homo sapiens R-HSA-446107	1/9	0.0441188457824273	0.2031645614425355	0	0	25.116161616161616	78.3842312444799	LAMA3
Reactome_2016	EGFR Transactivation by Gastrin Homo sapiens R-HSA-2179392	1/9	0.0441188457824273	0.2031645614425355	0	0	25.116161616161616	78.3842312444799	EGFR
Reactome_2016	Removal of the Flap Intermediate from the C-strand Homo sapiens R-HSA-174437	1/10	0.0489003911418304	0.211139077925783	0	0	22.32435465768799	67.37423003045056	PCNA
Reactome_2016	E2F-enabled inhibition of pre-replication complex formation Homo sapiens R-HSA-113507	1/10	0.0489003911418304	0.211139077925783	0	0	22.32435465768799	67.37423003045056	CCNB1
Reactome_2016	MASTL Facilitates Mitotic Progression Homo sapiens R-HSA-2465910	1/10	0.0489003911418304	0.211139077925783	0	0	22.32435465768799	67.37423003045056	CCNB1
Reactome_2016	Adenylate cyclase activating pathway Homo sapiens R-HSA-170660	1/10	0.0489003911418304	0.211139077925783	0	0	22.32435465768799	67.37423003045056	GNAL
Reactome_2016	APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1 Homo sapiens R-HSA-174178	2/71	0.0492185490137595	0.211139077925783	0	0	5.865424430641822	17.663636014354466	PLK1;AURKA
Reactome_2016	AURKA Activation by TPX2 Homo sapiens R-HSA-8854518	2/72	0.0504637828415356	0.211139077925783	0	0	5.78134110787172	17.265971584773993	PLK1;AURKA
Reactome_2016	Generic Transcription Pathway Homo sapiens R-HSA-212436	8/812	0.0505696158240807	0.211139077925783	0	0	2.065325546182133	6.163766566565078	CCNB1;PCNA;THRB;MAML2;RFC2;TP63;AURKA;NR3C2
Reactome_2016	Processive synthesis on the C-strand of the telomere Homo sapiens R-HSA-174414	1/11	0.0536582567508638	0.211139077925783	0	0	20.09090909090909	58.76831842188268	PCNA
Reactome_2016	Synthesis of IP2, IP, and Ins in the cytosol Homo sapiens R-HSA-1855183	1/11	0.0536582567508638	0.211139077925783	0	0	20.09090909090909	58.76831842188268	INPP1
Reactome_2016	Recruitment of NuMA to mitotic centrosomes Homo sapiens R-HSA-380320	1/11	0.0536582567508638	0.211139077925783	0	0	20.09090909090909	58.76831842188268	CCNB1
Reactome_2016	Condensation of Prometaphase Chromosomes Homo sapiens R-HSA-2514853	1/11	0.0536582567508638	0.211139077925783	0	0	20.09090909090909	58.76831842188268	CCNB1
Reactome_2016	Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins Homo sapiens R-HSA-176814	2/75	0.0542668897312265	0.211139077925783	0	0	5.542913055633212	16.15116734069409	CCNB1;PLK1
Reactome_2016	DNA Repair Homo sapiens R-HSA-73894	4/285	0.0548151221630029	0.211139077925783	0	0	2.9091043890865955	8.447425822967372	PCNA;RFC2;UBE2T;KPNA2
Reactome_2016	Transcription-Coupled Nucleotide Excision Repair (TC-NER) Homo sapiens R-HSA-6781827	2/76	0.0555565913641185	0.211139077925783	0	0	5.467733039161611	15.803679213614178	PCNA;RFC2
Reactome_2016	G2/M DNA damage checkpoint Homo sapiens R-HSA-69473	2/78	0.058168160710821	0.211139077925783	0	0	5.323308270676692	15.141709290687697	CCNB1;RFC2
Reactome_2016	NOTCH2 intracellular domain regulates transcription Homo sapiens R-HSA-2197563	1/12	0.0583925585800791	0.211139077925783	0	0	18.26354453627181	51.878818604154176	MAML2
Reactome_2016	TP53 Regulates Transcription of Caspase Activators and Caspases Homo sapiens R-HSA-6803207	1/12	0.0583925585800791	0.211139077925783	0	0	18.26354453627181	51.878818604154176	TP63
Reactome_2016	TP53 Regulates Transcription of Death Receptors and Ligands Homo sapiens R-HSA-6803211	1/12	0.0583925585800791	0.211139077925783	0	0	18.26354453627181	51.878818604154176	TP63
Reactome_2016	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex Homo sapiens R-HSA-75035	1/12	0.0583925585800791	0.211139077925783	0	0	18.26354453627181	51.878818604154176	CCNB1
Reactome_2016	Regulation of APC/C activators between G1/S and early anaphase Homo sapiens R-HSA-176408	2/79	0.0594897545967717	0.211139077925783	0	0	5.253909355950173	14.8262756693766	CCNB1;PLK1
Reactome_2016	Centrosome maturation Homo sapiens R-HSA-380287	2/79	0.0594897545967717	0.211139077925783	0	0	5.253909355950173	14.8262756693766	CCNB1;PLK1
Reactome_2016	Recruitment of mitotic centrosome proteins and complexes Homo sapiens R-HSA-380270	2/79	0.0594897545967717	0.211139077925783	0	0	5.253909355950173	14.8262756693766	CCNB1;PLK1
Reactome_2016	NICD traffics to nucleus Homo sapiens R-HSA-157052	1/13	0.0631034120924418	0.211139077925783	0	0	16.74074074074074	46.254339159717055	MAML2
Reactome_2016	Notch-HLH transcription pathway Homo sapiens R-HSA-350054	1/13	0.0631034120924418	0.211139077925783	0	0	16.74074074074074	46.254339159717055	MAML2
Reactome_2016	Mitotic Telophase/Cytokinesis Homo sapiens R-HSA-68884	1/13	0.0631034120924418	0.211139077925783	0	0	16.74074074074074	46.254339159717055	PLK1
Reactome_2016	ERBB2 Activates PTK6 Signaling Homo sapiens R-HSA-8847993	1/13	0.0631034120924418	0.211139077925783	0	0	16.74074074074074	46.254339159717055	EGFR
Reactome_2016	Global Genome Nucleotide Excision Repair (GG-NER) Homo sapiens R-HSA-5696399	2/82	0.0635161526621471	0.211139077925783	0	0	5.056122448979592	13.93700450766989	PCNA;RFC2
Reactome_2016	Class B/2 (Secretin family receptors) Homo sapiens R-HSA-373080	2/84	0.0662504359060044	0.211139077925783	0	0	4.9323046291687405	13.387819731164344	PTCH1;PTCH2
Reactome_2016	Collagen formation Homo sapiens R-HSA-1474290	2/85	0.067632189652766	0.211139077925783	0	0	4.87263339070568	13.12527238363094	COL11A1;LAMA3
Reactome_2016	Hedgehog 'on' state Homo sapiens R-HSA-5632684	2/85	0.067632189652766	0.211139077925783	0	0	4.87263339070568	13.12527238363094	PTCH1;PTCH2
Reactome_2016	Mismatch repair (MMR) directed by MSH2:MSH3 (MutSbeta) Homo sapiens R-HSA-5358606	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	PCNA
Reactome_2016	Mismatch repair (MMR) directed by MSH2:MSH6 (MutSalpha) Homo sapiens R-HSA-5358565	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	PCNA
Reactome_2016	Removal of the Flap Intermediate Homo sapiens R-HSA-69166	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	PCNA
Reactome_2016	Inhibition of adenylate cyclase pathway Homo sapiens R-HSA-997269	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	GNAL
Reactome_2016	Adenylate cyclase inhibitory pathway Homo sapiens R-HSA-170670	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	GNAL
Reactome_2016	Regulation of TP53 Activity through Association with Co-factors Homo sapiens R-HSA-6804759	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	TP63
Reactome_2016	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain Homo sapiens R-HSA-6803205	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	TP63
Reactome_2016	Synthesis of bile acids and bile salts via 24-hydroxycholesterol Homo sapiens R-HSA-193775	1/14	0.0677909321684321	0.211139077925783	0	0	15.452214452214452	41.58695944336839	CYP39A1
Reactome_2016	Cell junction organization Homo sapiens R-HSA-446728	2/86	0.0690235124413976	0.211139077925783	0	0	4.814382896015549	12.870328659591635	LAMA3;LIMS2
Reactome_2016	Chromosome Maintenance Homo sapiens R-HSA-73886	2/86	0.0690235124413976	0.211139077925783	0	0	4.814382896015549	12.870328659591635	PCNA;RFC2
Reactome_2016	Metabolism of nucleotides Homo sapiens R-HSA-15869	2/87	0.0704242763009009	0.211139077925783	0	0	4.75750300120048	12.622688988987855	AK5;NME1
Reactome_2016	Mismatch Repair Homo sapiens R-HSA-5358508	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	PCNA
Reactome_2016	Processive synthesis on the lagging strand Homo sapiens R-HSA-69183	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	PCNA
Reactome_2016	Depolymerisation of the Nuclear Lamina Homo sapiens R-HSA-4419969	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	CCNB1
Reactome_2016	ERBB2 Regulates Cell Motility Homo sapiens R-HSA-6785631	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	EGFR
Reactome_2016	Signaling by EGFRvIII in Cancer Homo sapiens R-HSA-5637812	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	EGFR
Reactome_2016	Constitutive Signaling by EGFRvIII Homo sapiens R-HSA-5637810	1/15	0.0724552331756038	0.211139077925783	0	0	14.347763347763347	37.6598138369901	EGFR
Reactome_2016	Regulation of TP53 Activity through Phosphorylation Homo sapiens R-HSA-6804756	2/89	0.0732536203857354	0.2118108558440256	0	0	4.647665962936899	12.148197603177868	RFC2;AURKA
Reactome_2016	Interferon Signaling Homo sapiens R-HSA-913531	3/196	0.0752869536183818	0.2146042387396265	0	0	3.1580043801079003	8.168015432674538	TRIM2;KPNA2;MID1
Reactome_2016	Cell-extracellular matrix interactions Homo sapiens R-HSA-446353	1/16	0.0770964289305897	0.2146042387396265	0	0	13.390572390572393	34.31599732708391	LIMS2
Reactome_2016	RHO GTPases activate CIT Homo sapiens R-HSA-5625900	1/16	0.0770964289305897	0.2146042387396265	0	0	13.390572390572393	34.31599732708391	PRC1
Reactome_2016	PI3K events in ERBB2 signaling Homo sapiens R-HSA-1963642	1/16	0.0770964289305897	0.2146042387396265	0	0	13.390572390572393	34.31599732708391	EGFR
Reactome_2016	GRB2 events in ERBB2 signaling Homo sapiens R-HSA-1963640	1/16	0.0770964289305897	0.2146042387396265	0	0	13.390572390572393	34.31599732708391	EGFR
Reactome_2016	Interferon gamma signaling Homo sapiens R-HSA-877300	2/93	0.0790200821692442	0.218329560363912	0	0	4.442475891455484	11.27524039277228	TRIM2;MID1
Reactome_2016	Acetylcholine Neurotransmitter Release Cycle Homo sapiens R-HSA-264642	1/17	0.0817146326715556	0.222478525448834	0	0	12.553030303030305	31.43934295429433	VAMP2
Reactome_2016	G1/S-Specific Transcription Homo sapiens R-HSA-69205	1/17	0.0817146326715556	0.222478525448834	0	0	12.553030303030305	31.43934295429433	PCNA
Reactome_2016	L1CAM interactions Homo sapiens R-HSA-373760	2/96	0.0834353800745875	0.2251301679522454	0	0	4.300043421623969	10.679944049183517	SCN3A;EGFR
Reactome_2016	Synthesis of DNA Homo sapiens R-HSA-69239	2/97	0.0849237360045432	0.2251301679522454	0	0	4.254564983888292	10.49176426482804	PCNA;RFC2
Reactome_2016	Serotonin Neurotransmitter Release Cycle Homo sapiens R-HSA-181429	1/18	0.0863099571505927	0.2251301679522454	0	0	11.81402257872846	28.942114306609312	VAMP2
Reactome_2016	Norepinephrine Neurotransmitter Release Cycle Homo sapiens R-HSA-181430	1/18	0.0863099571505927	0.2251301679522454	0	0	11.81402257872846	28.942114306609312	VAMP2
Reactome_2016	Activation of SMO Homo sapiens R-HSA-5635838	1/18	0.0863099571505927	0.2251301679522454	0	0	11.81402257872846	28.942114306609312	PTCH1
Reactome_2016	SHC1 events in ERBB2 signaling Homo sapiens R-HSA-1250196	1/18	0.0863099571505927	0.2251301679522454	0	0	11.81402257872846	28.942114306609312	EGFR
Reactome_2016	Transmission across Chemical Synapses Homo sapiens R-HSA-112315	3/211	0.0892518307965823	0.2259945194799672	0	0	2.928033306899286	7.074987394587304	GNAL;APBA1;VAMP2
Reactome_2016	GABA synthesis, release, reuptake and degradation Homo sapiens R-HSA-888590	1/19	0.0908825145361798	0.2259945194799672	0	0	11.15712682379349	26.75688382123247	VAMP2
Reactome_2016	Ephrin signaling Homo sapiens R-HSA-3928664	1/19	0.0908825145361798	0.2259945194799672	0	0	11.15712682379349	26.75688382123247	EFNB3
Reactome_2016	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release Homo sapiens R-HSA-6803204	1/19	0.0908825145361798	0.2259945194799672	0	0	11.15712682379349	26.75688382123247	TP63
Reactome_2016	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants Homo sapiens R-HSA-1236382	1/19	0.0908825145361798	0.2259945194799672	0	0	11.15712682379349	26.75688382123247	EGFR
