Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
DisGeNET	Adenoid Cystic Carcinoma	4/208	0.0018004564732343	0.0527836746465016	0	0	8.416879795396419	53.19228191691328	PCNA;NFIB;SMARCA2;RUNX3
DisGeNET	Hyperactive behavior	7/709	0.0018106027931067	0.0527836746465016	0	0	4.463526137944743	28.183130097668467	PCNA;NFIB;PTCH1;PTCH2;DMD;MET;ETV5
DisGeNET	Xeroderma Pigmentosum	3/101	0.0020624307603271	0.055516476403648	0	0	12.930091185410337	79.95800312185176	PCNA;PTCH1;MET
DisGeNET	Fused vertebrae	2/27	0.0020657293545543	0.055516476403648	0	0	33.208333333333336	205.3029465636782	PTCH1;PTCH2
DisGeNET	stage, neuroblastoma	2/27	0.0020657293545543	0.055516476403648	0	0	33.208333333333336	205.3029465636782	PTCH1;PTCH2
DisGeNET	Vertebral body fusion	2/27	0.0020657293545543	0.055516476403648	0	0	33.208333333333336	205.3029465636782	PTCH1;PTCH2
DisGeNET	Basal cell nevus	2/27	0.0020657293545543	0.055516476403648	0	0	33.208333333333336	205.3029465636782	PTCH1;PTCH2
DisGeNET	ovarian neoplasm	8/938	0.0021156229142021	0.0559826371142732	0	0	3.8955453149001538	23.990349592893327	PCNA;EFNB3;THRB;PTCH1;RUNX3;MET;ETV5;WLS
DisGeNET	Cartilage-hair hypoplasia	2/28	0.0022210873543451	0.0578828825677814	0	0	31.92948717948718	195.08145262248803	NR3C2;WLS
DisGeNET	Hyalinosis, Segmental Glomerular	2/29	0.0023818121959682	0.0598054099554882	0	0	30.74537037037037	185.6987673947897	CRB2;PCNA
DisGeNET	Pigmented Basal Cell Carcinoma	2/29	0.0023818121959682	0.0598054099554882	0	0	30.74537037037037	185.6987673947897	PTCH1;PTCH2
DisGeNET	Basal cell carcinoma	3/107	0.0024307608837506	0.0598054099554882	0	0	12.180441898527006	73.32079059873531	PTCH1;PTCH2;RUNX3
DisGeNET	Glioblastoma	12/1937	0.0024339411028396	0.0598054099554882	0	0	2.9569377990430623	17.795571636931065	CCNB1;PCNA;EFNB3;BDH2;PTCH1;LAMA3;LIFR;LRIG3;SMARCA2;RUNX3;MET;WLS
DisGeNET	Abnormality of the sternum	2/30	0.0025478771667966	0.0599630732691121	0	0	29.64583333333333	177.0595839464994	PTCH1;PTCH2
DisGeNET	Noncancerous mole	2/30	0.0025478771667966	0.0599630732691121	0	0	29.64583333333333	177.0595839464994	PTCH1;PTCH2
DisGeNET	No development of motor milestones	4/229	0.0025525667350636	0.0599630732691121	0	0	7.623188405797101	45.51543455200897	PTCH1;PTCH2;DMD;FAM126A
DisGeNET	Ductal Carcinoma	4/230	0.0025930075543636	0.0599630732691121	0	0	7.58907272027703	45.19244886807738	PCNA;NFIB;PTCH1;RUNX3
DisGeNET	Motor delay	4/232	0.0026752089635542	0.0599630732691121	0	0	7.521739130434782	44.556735074481445	PTCH1;PTCH2;DMD;FAM126A
DisGeNET	Neuroblastoma	11/1698	0.0026953638640671	0.0599630732691121	0	0	3.0534099372273644	18.06465125705713	CCNB1;PCNA;EFNB3;NFIB;PTCH1;PTCH2;LIFR;RUNX3;MET;WLS;NAALADL1
DisGeNET	Spinal fusion	2/31	0.0027192556482504	0.0599630732691121	0	0	28.62212643678161	169.08226656127547	PTCH1;PTCH2
DisGeNET	Progressive muscle weakness	2/31	0.0027192556482504	0.0599630732691121	0	0	28.62212643678161	169.08226656127547	PCNA;DMD
DisGeNET	Endometrial Neoplasms	4/238	0.0029325435515991	0.0625436560378392	0	0	7.326644370122631	42.72814832701451	PCNA;RUNX3;MET;ETV5
DisGeNET	Medullary carcinoma of thyroid	4/239	0.002977022490462	0.0625436560378392	0	0	7.295097132284921	42.434351832265	PCNA;PTCH1;SPRY1;MET
DisGeNET	Carcinoma, Cribriform	3/115	0.0029817324390132	0.0625436560378392	0	0	11.305851063829786	65.74635935331509	PCNA;RUNX3;MET
DisGeNET	Carcinoma, Granular Cell	3/115	0.0029817324390132	0.0625436560378392	0	0	11.305851063829786	65.74635935331509	PCNA;RUNX3;MET
DisGeNET	Adenocarcinoma, Basal Cell	3/117	0.0031304799763545	0.0648725971003602	0	0	11.106382978723405	64.04572311094852	PCNA;RUNX3;MET
DisGeNET	Anastomosis	2/34	0.0032650074009337	0.0668549134476913	0	0	25.93489583333333	148.46413612460563	RUNX3;NR3C2
DisGeNET	Follicular neoplasm	2/35	0.0034573756419477	0.0691475128389549	0	0	25.147727272727277	142.5183432834292	PCNA;PTCH1
DisGeNET	Congenital hemivertebra	2/35	0.0034573756419477	0.0691475128389549	0	0	25.147727272727277	142.5183432834292	PTCH1;PTCH2
DisGeNET	Hydrocephalus	4/253	0.0036491527059517	0.0714371845819691	0	0	6.880041906757465	38.61946591653091	CRB2;NFIB;PTCH1;PTCH2
DisGeNET	Benign neoplasm of brain, unspecified	2/36	0.0036549257227984	0.0714371845819691	0	0	24.40686274509804	136.96349152286243	PCNA;PTCH1
DisGeNET	Thyroid Hormone Resistance Syndrome	2/37	0.0038576315924392	0.0745519813370276	0	0	23.70833333333333	131.76384828572083	THRB;DMD
DisGeNET	Biliary Tract Cancer	3/128	0.0040300226589612	0.0770182108157031	0	0	10.12340425531915	55.82028180525176	PTCH1;RUNX3;WLS
DisGeNET	Pervasive Development Disorder	3/129	0.0041187773755245	0.0778494185263977	0	0	10.04255319148936	55.15569972379198	SMARCA2;MET;NR3C2
DisGeNET	Recurrent Brain Neoplasm	2/39	0.0042784069542198	0.0778498257291731	0	0	22.42454954954955	122.3074073504305	PCNA;PTCH1
DisGeNET	Flexion contracture of the knee	2/39	0.0042784069542198	0.0778498257291731	0	0	22.42454954954955	122.3074073504305	TRIM2;LIFR
DisGeNET	Primary malignant neoplasm of brain	2/39	0.0042784069542198	0.0778498257291731	0	0	22.42454954954955	122.3074073504305	PCNA;PTCH1
DisGeNET	Disorder of eye	3/131	0.0042998450257392	0.0778498257291731	0	0	9.884640957446807	53.86315121420032	CRB2;LAMA3;DMD
DisGeNET	Malignant neoplasm of stomach stage IV	2/40	0.0044964248068071	0.0805609444552948	0	0	21.83333333333333	117.99765363023796	RUNX3;MET
DisGeNET	Follicular adenoma	3/136	0.0047734885794893	0.0834299903971344	0	0	9.51063829787234	50.83129816395182	PCNA;PTCH1;PTCH2
DisGeNET	Osteoporosis	5/441	0.0047771955959921	0.0834299903971344	0	0	4.972986748216106	26.575151840824454	PCNA;LIFR;SPRY1;DMD;RUNX3
DisGeNET	Mammary Neoplasms	13/2387	0.0048301268489993	0.0834299903971344	0	0	2.6012431977048656	13.872124454562424	PCNA;THRB;PTCH1;LAMA3;ADAM33;LIFR;RUNX3;ETV5;NR3C2;CCNB1;AMOTL1;MET;WLS
DisGeNET	Esophageal Neoplasms	6/637	0.0049256599498215	0.0834299903971344	0	0	4.174974787494597	22.18288106929637	CCNB1;PCNA;THRB;RUNX3;MET;WLS
DisGeNET	Short phalanx of finger	2/42	0.0049475924537835	0.0834299903971344	0	0	20.73958333333333	110.1034239545967	LIFR;SMARCA2
DisGeNET	Disease due to Parvoviridae	2/42	0.0049475924537835	0.0834299903971344	0	0	20.73958333333333	110.1034239545967	CCNB1;PCNA
DisGeNET	Differentiated Thyroid Gland Carcinoma	3/139	0.0050722381718543	0.0847014529668883	0	0	9.299436795994994	49.137973919606814	THRB;PTCH1;MET
DisGeNET	Short ribs	2/44	0.0054187658916089	0.0871053956408175	0	0	19.75	103.05327189846057	PTCH1;PTCH2
DisGeNET	Thyroiditis	2/44	0.0054187658916089	0.0871053956408175	0	0	19.75	103.05327189846057	THRB;PTCH1
DisGeNET	Medullomyoblastoma	2/44	0.0054187658916089	0.0871053956408175	0	0	19.75	103.05327189846057	PTCH1;PTCH2
DisGeNET	Melanotic medulloblastoma	2/44	0.0054187658916089	0.0871053956408175	0	0	19.75	103.05327189846057	PTCH1;PTCH2
DisGeNET	Hereditary Diseases	2/46	0.0059097422436154	0.0941181172131346	0	0	18.85037878787879	96.72417883948356	PTCH1;DMD
DisGeNET	Chronic Lymphocytic Leukemia	8/1120	0.0062162882610824	0.0980918881565302	0	0	3.226789996574169	16.393972119643628	PCNA;MAML2;HPSE2;PTCH1;DMD;MET;ETV5;WLS
DisGeNET	Thickened facial skin with coarse facial features	3/151	0.0063790016462793	0.0993132276027556	0	0	8.540253018976424	43.168789936074006	THRB;PTCH1;PTCH2
DisGeNET	Malignant neoplasm of esophagus	6/673	0.0064091675952941	0.0993132276027556	0	0	3.942278860569715	19.908610259480756	CCNB1;PCNA;THRB;RUNX3;MET;WLS
DisGeNET	Coarse facial features	3/152	0.006496107775646	0.0997616551259921	0	0	8.482507496787091	42.72259082051396	THRB;PTCH1;PTCH2
DisGeNET	Thyroid Neoplasm	5/476	0.0065681189740223	0.0999749082771537	0	0	4.595187544232131	23.093242716679185	PCNA;THRB;PTCH1;PTCH2;MET
DisGeNET	Medullary carcinoma	2/49	0.0066828970303688	0.1008296744932844	0	0	17.64450354609929	88.36726791367238	PCNA;PTCH1
DisGeNET	Carcinosarcoma	2/50	0.0069502994651568	0.1009975977128816	0	0	17.276041666666668	85.84414194819459	PTCH1;MET
DisGeNET	Childhood onset	2/50	0.0069502994651568	0.1009975977128816	0	0	17.276041666666668	85.84414194819459	DMD;LIMS2
DisGeNET	Schizophrenia	11/1923	0.0069550921722389	0.1009975977128816	0	0	2.660900118013089	13.220100034159396	CNTNAP3;SCPEP1;GNAL;SV2A;LIFR;DMD;AMOTL1;SMARCA2;MET;VAMP2;ASTN1
DisGeNET	Esophageal carcinoma	6/685	0.0069695625317124	0.1009975977128816	0	0	3.870196813495783	19.22018233161343	CCNB1;PCNA;THRB;RUNX3;MET;WLS
DisGeNET	Central neuroblastoma	10/1655	0.0070456864017997	0.1009975977128816	0	0	2.7819148936170213	13.785333334725712	CCNB1;PCNA;EFNB3;NFIB;PTCH1;PTCH2;LIFR;RUNX3;WLS;NAALADL1
DisGeNET	Malignant neoplasm of breast	21/5054	0.0070719920951798	0.1009975977128816	0	0	2.146227998657139	10.627290612377774	ANKRD29;PCNA;THRB;HPSE2;PTCH1;LAMA3;TSHZ2;ADAM33;LIFR;RUNX3;ETV5;ZFP36L2;SCPEP1;CCNB1;BDH2;NFIB;SPRY1;DMD;AMOTL1;MET;WLS
DisGeNET	Glioma	12/2211	0.0071483262180649	0.1009975977128816	0	0	2.54914913477418	12.595032444431014	CCNB1;PCNA;EFNB3;MAML2;SV2A;PTCH1;DMD;LRIG3;SMARCA2;RUNX3;MET;WLS
DisGeNET	Malignant neoplasm of skin	4/307	0.0072008717065997	0.1009975977128816	0	0	5.638398622470943	27.817339509974182	PCNA;PTCH1;LIFR;SMARCA2
DisGeNET	Metaplasia	2/51	0.0072225026271421	0.1009975977128816	0	0	16.922619047619047	83.43788300609687	SMARCA2;MET
DisGeNET	leukemia	11/1941	0.0074495924619353	0.1023738789556095	0	0	2.6334529028829547	12.902855180596102	CCNB1;PCNA;THRB;PTCH1;PTCH2;LIFR;RUNX3;MET;ETV5;ZFP36L2;WLS
DisGeNET	Hoarseness	2/52	0.007499481830469	0.1023738789556095	0	0	16.583333333333332	81.14094572244915	LAMA3;LIFR
DisGeNET	Desmoplastic Medulloblastoma	2/52	0.007499481830469	0.1023738789556095	0	0	16.583333333333332	81.14094572244915	PTCH1;PTCH2
DisGeNET	Familial multiple trichoepitheliomata	3/161	0.0076080983625269	0.1030388124688695	0	0	7.99569081605171	39.00731366496807	DMD;RUNX3;MET
DisGeNET	TARSAL-CARPAL COALITION SYNDROME	3/165	0.0081362517216861	0.1086040801062938	0	0	7.796690307328605	37.5131959751558	PCNA;PTCH1;WLS
DisGeNET	invasive cancer	3/166	0.0082715898220491	0.1086040801062938	0	0	7.748466257668712	37.153342067959336	PCNA;SMARCA2;MET
DisGeNET	Malignant neoplasm of brain	3/166	0.0082715898220491	0.1086040801062938	0	0	7.748466257668712	37.153342067959336	PCNA;PTCH1;ETV5
DisGeNET	Classical Hodgkin's Lymphoma	3/166	0.0082715898220491	0.1086040801062938	0	0	7.748466257668712	37.153342067959336	PCNA;MAML2;MET
DisGeNET	Leukemia, Myelocytic, Acute	10/1703	0.0085671513490595	0.1116325781847149	0	0	2.6959539279385707	12.83225542430545	SCPEP1;CCNB1;PCNA;MAML2;HPSE2;LIFR;RUNX3;MET;ZFP36L2;WLS
DisGeNET	Adult Cholangiocarcinoma	2/56	0.0086546685435214	0.111925036803435	0	0	15.351851851851851	72.91602120992282	PCNA;MET
DisGeNET	Adenocarcinoma of lung (disorder)	8/1187	0.0087232997440495	0.1119707131325766	0	0	3.0325942081667274	14.379826942480316	PCNA;AK5;SMARCA2;RUNX3;MET;ETV5;VAMP2;WLS
DisGeNET	Respiratory function loss	3/170	0.0088262295002795	0.112292648445099	0	0	7.5613453943177475	35.76537063679844	TRIM2;LIFR;DMD
DisGeNET	Adenocarcinoma	10/1712	0.0088789535979845	0.112292648445099	0	0	2.680376028202115	12.662288183661303	PCNA;THRB;MAML2;HPSE2;PTCH1;LAMA3;LAYN;SMARCA2;RUNX3;MET
DisGeNET	Osteopenia	4/329	0.0091373634269034	0.114717263461854	0	0	5.250836120401337	24.65468875825799	LIFR;DMD;RUNX3;WLS
DisGeNET	Well Differentiated Oligodendroglioma	3/176	0.0096983557480439	0.1197255710913664	0	0	7.296888451604969	33.826907591287444	PCNA;SMARCA2;MET
DisGeNET	Mammary Tumorigenesis	3/176	0.0096983557480439	0.1197255710913664	0	0	7.296888451604969	33.826907591287444	PCNA;TSHZ2;MET
DisGeNET	Polycystic Ovary Syndrome	5/526	0.0098814462838933	0.1197255710913664	0	0	4.143527404563873	19.131065433602515	CCNB1;PCNA;LIFR;DMD;RUNX3
DisGeNET	Ventricular arrhythmia	2/60	0.0098843204040546	0.1197255710913664	0	0	14.290229885057473	65.97521300057967	MET;NR3C2
DisGeNET	Cerebral calcification	2/60	0.0098843204040546	0.1197255710913664	0	0	14.290229885057473	65.97521300057967	PTCH1;PTCH2
DisGeNET	Muscle Weakness	4/339	0.0101200841272805	0.1217240888036547	0	0	5.0914990266061	23.386442887049544	PCNA;TRIM2;DMD;MET
DisGeNET	Coloboma of iris	2/62	0.0105265894654256	0.1252664695864528	0	0	13.8125	62.9000654557375	PTCH1;PTCH2
DisGeNET	Respiratory Insufficiency	3/182	0.0106191782545143	0.1252664695864528	0	0	7.05016046594556	32.04363951820088	TRIM2;LIFR;DMD
DisGeNET	oligodendroglioma	3/183	0.0107774194360394	0.1252664695864528	0	0	7.01063829787234	31.76030958946576	PCNA;SMARCA2;MET
DisGeNET	Adult Medulloblastoma	2/64	0.0111869000374274	0.1252664695864528	0	0	13.365591397849462	60.051760195429935	PTCH1;PTCH2
DisGeNET	Muscle biopsy shows dystrophic changes	2/64	0.0111869000374274	0.1252664695864528	0	0	13.365591397849462	60.051760195429935	DMD;LIMS2
DisGeNET	Childhood Glioblastoma	3/187	0.0114240963552851	0.1252664695864528	0	0	6.856845513413506	30.66402185122633	PCNA;EFNB3;MET
DisGeNET	Ewings sarcoma	4/352	0.0114972620882869	0.1252664695864528	0	0	4.898050974512744	21.872963462509077	SPRY1;RUNX3;MET;ETV5
DisGeNET	Adult Glioblastoma	3/189	0.0117556913396771	0.1252664695864528	0	0	6.782429649965683	30.13716854116709	PCNA;EFNB3;MET
DisGeNET	Schistosomiasis	2/67	0.012210781302115	0.1252664695864528	0	0	12.746794871794872	56.15518906635068	PCNA;THRB
DisGeNET	West Syndrome	2/67	0.012210781302115	0.1252664695864528	0	0	12.746794871794872	56.15518906635068	PTCH1;SMARCA2
DisGeNET	Pustulosis of Palms and Soles	2/67	0.012210781302115	0.1252664695864528	0	0	12.746794871794872	56.15518906635068	PCNA;RUNX3
DisGeNET	Hematopoietic Neoplasms	3/192	0.0122634491357897	0.1252664695864528	0	0	6.673758865248227	29.37209407315179	PCNA;MET;WLS
DisGeNET	Short palpebral fissure	2/68	0.0125608922452035	0.1252664695864528	0	0	12.553030303030305	54.94671101969335	LIFR;SMARCA2
DisGeNET	Alveolar rhabdomyosarcoma	2/68	0.0125608922452035	0.1252664695864528	0	0	12.553030303030305	54.94671101969335	SPRY1;MET
DisGeNET	Leukemia, T-Cell	4/364	0.012871288261686	0.1252664695864528	0	0	4.731884057971015	20.59673750232504	CCNB1;PCNA;PTCH2;MET
DisGeNET	Mucoepidermoid Carcinoma	2/69	0.0129153730394233	0.1252664695864528	0	0	12.36504975124378	53.77976800231812	MAML2;RUNX3
DisGeNET	Rhabdoid Tumor	2/71	0.0136373517747766	0.1252664695864528	0	0	12.005434782608695	51.56265564232933	PCNA;SMARCA2
DisGeNET	Papillary thyroid carcinoma	5/571	0.013722300435689	0.1252664695864528	0	0	3.805261091480173	16.31974881854873	PCNA;THRB;PTCH1;PTCH2;MET
DisGeNET	Prostatic Neoplasms	9/1554	0.0138631007871323	0.1252664695864528	0	0	2.614965664219749	11.188194891733804	CCNB1;PCNA;HPSE2;PTCH1;LIFR;SMARCA2;MET;ETV5;ZFP36L2
DisGeNET	Melanocytic nevus	3/203	0.0142323787832344	0.1252664695864528	0	0	6.303191489361702	26.80265596371328	PCNA;PTCH1;PTCH2
DisGeNET	Anaplastic carcinoma	3/204	0.0144197704909057	0.1252664695864528	0	0	6.271514766592569	26.58592357722333	PTCH1;PTCH2;MET
DisGeNET	Brachydactyly	3/204	0.0144197704909057	0.1252664695864528	0	0	6.271514766592569	26.58592357722333	PTCH1;PTCH2;SMARCA2
DisGeNET	Osteogenesis Imperfecta	3/204	0.0144197704909057	0.1252664695864528	0	0	6.271514766592569	26.58592357722333	THRB;LIFR;DMD
DisGeNET	Hereditary gingival fibromatosis	2/74	0.0147525184670075	0.1252664695864528	0	0	11.50347222222222	48.50256694786101	PCNA;MET
DisGeNET	Epidermolysis Bullosa Progressiva	1/6	0.0149082847993736	0.1252664695864528	0	0	81.40816326530613	342.3895623444841	LAMA3
DisGeNET	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, LOCALISATA VARIANT (disorder)	1/6	0.0149082847993736	0.1252664695864528	0	0	81.40816326530613	342.3895623444841	LAMA3
DisGeNET	Gastritis, Hypertrophic	1/6	0.0149082847993736	0.1252664695864528	0	0	81.40816326530613	342.3895623444841	RUNX3
